ensemblID	sample_01	sample_10	sample_02	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_03	sample_30	sample_04	sample_41	sample_42	sample_43	sample_44	sample_46	sample_47	sample_48	sample_49	sample_05	sample_50	sample_06	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_07	sample_70	sample_08	sample_09
ENSG00000001461	8.117884299836259	7.7751840726101	8.34823983255142	7.996716692756291	7.96182907068167	8.061334286210544	7.772933556916057	8.01024510552465	8.300987855740264	7.110929481345671	7.131687509835009	8.2937136331879	8.397363700370835	7.62873975985648	8.010842630661665	8.059766764424072	8.22892007200833	7.854747895792678	8.302233154594786	7.9879938816175455	7.624994480367394	7.713833951124093	8.007500280510715	7.582796920160601	7.8990844727064635	8.349098987261556	7.885327561231909	7.238164852069704	8.06577719510867	7.111728485070869	7.711390571155737	7.472500960122468	7.9603696142006575	7.825939825096973	7.9137445117585035	8.29590981867423	8.164578916682213	7.996433923938858	7.838282079254177
ENSG00000001497	5.958293593414204	6.150022779876467	5.744840001348645	5.984538992929822	5.840898522786329	6.1163728963411605	5.899488488071198	5.932099598106524	5.908171346977342	6.007577548560531	5.975079226474413	5.733728329685423	5.845937650584071	5.810167548072503	5.895204234042268	5.985439971035698	5.540518060602003	5.929774809306503	5.736249538490856	6.242348475893023	6.190303505058802	5.6779371930153255	5.803978154996275	6.030049431281283	6.02145893390129	5.6706372176939475	6.2170384258333	5.882812926229516	6.073463461697586	6.501160590893579	6.206563422970257	6.440333659548193	5.931071643337458	6.076940972846936	5.981245376124076	5.8222366675882045	5.735622742393812	5.941531800216356	6.171652727757677
ENSG00000001561	5.248009321284336	5.063447655052384	4.900758672377732	5.233956209158012	5.225129241205581	5.518528667379055	5.463972423726266	5.175867816663596	5.360904080930942	5.129054389139413	5.32256456155742	5.0500004136329535	5.026649099186372	5.086535707539802	5.281924278854658	5.468718896282089	5.211557629421332	5.258753099623717	5.29891494276134	5.461270973748671	4.756252885020516	5.713561037291577	5.388390152083648	5.359010162197038	5.095484297617574	5.532990226621964	5.153788108588655	5.116354339775066	5.1625671458050135	5.023163533800513	5.188283467503559	5.0588725719757175	5.037331275427491	5.0905650128485345	5.452150354046523	5.362582095769085	5.263660941978131	5.180458737544343	4.982128607605184
ENSG00000001617	6.1198311847234965	6.445309882354354	6.2300964333857385	6.360000328957115	6.2485870346833785	5.97969823871015	6.347028963627071	5.9217671606483435	5.914086799510542	6.901628553619556	6.513102840846623	6.307076045602132	6.095582802484835	6.316698189742859	6.63817269872734	6.069485328025711	6.1449240516653765	6.179682337002165	6.229108789044506	5.96504607265924	6.672965606932191	6.444133684565179	6.5242385261674025	6.742686173929525	6.344234417249657	6.084063200038089	6.493682720056279	6.455758035526309	6.03441625981601	6.647839871913252	6.206563422970257	6.625227289168724	6.335695102547654	6.219477244740871	6.393845080744235	6.224882587775797	6.021298598823566	6.395515826550422	6.444179769254866
ENSG00000001629	6.4136238268908485	6.147274257455763	6.303375071242184	6.354672851494936	6.418142114361506	6.272809669488316	6.383883446696884	6.267428341762943	6.313714010475087	6.307196144355312	6.3335746117975615	6.24221630051553	6.3022459588076885	6.233820066195974	6.1233273449317425	6.24775076310605	6.418960646241331	6.274815707528628	6.164607577441656	6.344234299105881	6.143207916137425	6.250825981925597	6.026326114061525	6.105187037994772	6.282211895179744	6.343219460426754	6.370503727414313	6.164556280818837	6.331689894238114	6.374629972211061	6.271073698705173	6.198805028689666	6.30363354606694	6.315723224616561	6.428914812844586	6.236677166538341	6.375804077752324	6.033112942929292	6.2074221913056675
ENSG00000001630	4.257014267848239	4.008362721314679	5.2363177251551445	4.570301817294749	4.322364808820492	4.207943423631654	4.121418300527732	4.088561103592293	4.288851716665161	3.7638271000533665	3.8689640893444324	4.236087984002066	4.8689749171889245	4.329944343846937	4.303983451773356	4.030601246605088	4.777031460892356	4.0707833393280275	3.9582925484777585	4.042559083164129	4.293613660731399	3.948472350844016	4.340916470411611	3.5173753931687526	4.092291190503489	4.558151089062684	5.195315567946699	3.799169580370778	4.403484059472628	3.8150089669909497	4.11464453507707	3.8198949036941414	4.377865788336123	4.210016291374938	4.328819263359453	4.2036395969312155	4.290138842337133	4.025844360858942	4.733893486719286
ENSG00000001631	6.045026987710487	5.8667462100360215	5.957892550662442	5.88334493785611	6.0045541540109415	5.969845629914776	5.904375049301077	5.882347773566406	5.962461162146642	6.03539214501124	5.881957272026797	5.923524052599429	5.869007016394004	5.765555302546637	5.689698538685056	5.994227581837848	5.8297577818902315	5.931432568969466	5.89534010259658	6.1048099699518055	5.840157297631388	5.903867215176037	5.693913382191796	5.87426848500588	5.977278945301887	5.933910704031354	6.009354116168286	5.844122541065754	5.959224528012938	5.950666619235042	5.915113334656225	5.723722405261854	5.864360414049793	5.91360975603249	5.807195073487153	5.804232775983672	5.899212389374541	5.870338130440183	5.937060545878657
ENSG00000002016	4.328677747966446	4.621065967359609	5.08735425127895	4.475315427932059	4.641164570541	4.405073197215776	4.228168542311357	3.9394768791431374	4.747744879381922	4.748648882465437	4.568949671209534	4.705238504230114	4.626289704555921	4.3525678578703095	4.260790822905528	4.339788391218394	4.437301067226251	4.385753408654917	3.993899756486979	4.865294652142882	4.3129628251289605	4.416708778856285	4.316362486473722	4.4802401882383736	4.472776694674299	4.32001688464051	4.797142067097342	4.120597872076945	4.765974870957496	4.8424782217052105	4.437327561762881	4.5615756506097185	4.444446539741153	4.461412873837621	4.651422409538514	4.776184880793739	4.392747123297105	4.272815032483749	4.659490956617287
ENSG00000002330	4.6611331288484426	4.715628093830795	4.812235408829077	4.934016936634607	4.63159847127517	4.898181568213462	5.371011983323906	4.982299167228311	4.616041169093977	4.6865200250478685	4.911058836607853	4.7228327413717155	4.778300393975324	5.168513404805756	4.689151470681705	4.777576036767968	5.245395727540318	5.0729838748680045	4.499648121495624	4.546161006610849	5.027865664520599	4.735389939297386	5.123343315645317	4.742473307737389	4.612993113106611	5.0149855999020385	4.838683779331385	4.886261475992468	4.675991273202593	4.695221318590613	4.669298528114471	4.955408485136159	5.055468726751273	5.075262908402156	5.2372844875866935	4.789973050031939	5.278356075251497	4.832682982478529	4.929090431307657
ENSG00000002549	4.014041817002041	4.16874418961918	3.4629997876692333	3.8350058270822274	3.629810785127318	4.217967217149486	3.9618175638969997	4.256931945581901	4.121700149751111	4.0079818050954445	4.4035513560618025	3.7827620209386987	3.770411781189129	3.9358160448105353	3.973695287812077	4.144065776905011	3.5163267715740347	4.015587398145003	4.1029986914829255	3.980623411452898	3.9282067613809915	2.963354343810699	4.489854858224794	3.9215655658138493	3.642209629089853	4.157150361211734	4.377478410312575	4.1010408043252	4.325791131435637	4.441632706529835	4.343302671652445	4.410712837508301	3.9754204067574737	4.512297309990219	5.008380128685469	3.957086079350331	3.971174766902097	4.022199633170912	4.064861796154437
ENSG00000002586	3.2169151620390375	2.9472944648219914	3.8906316566259607	3.1573963464022916	3.9437836986502046	3.604901417331826	2.9264643866140485	3.2801439904571437	3.199054864200885	3.215659277532062	3.2277605712194912	3.0499658928067577	2.861439021256096	3.8309646933808437	3.584574483002437	3.1395126000241027	4.09156694922017	3.8813735276775336	4.062581433086262	3.550052952526697	3.858433108009685	3.356019832620848	3.295066292739416	3.1016985701224304	3.651059670458232	3.019229639615776	4.247796641310979	2.5652290232390293	3.768279191710469	3.4714090197094865	3.189264875427133	3.2549658137042963	4.056250253244218	3.240015450087403	4.162048190044116	3.918553395647908	3.3360719609821965	3.062968354941195	3.8455294307950383
ENSG00000002587	4.076919091502383	3.3745088883004097	4.252722519770735	4.178384389909472	3.7001416687839654	4.244361760636205	4.020608070081225	4.313353152575881	4.33073111969602	2.69751232680055	3.1479615565818677	4.419902235551013	4.018361001339867	3.8785084066747886	3.2005294650455114	3.887001425701718	4.338861606399917	4.363821456755983	4.221212822027504	4.194722878189643	3.7811485510304874	3.7989597811603613	4.10962253405038	3.4361276937421144	3.664233764798114	4.65511573781018	4.080576934853214	2.9105312794752694	4.516323221532899	3.5592082379817427	4.2054768875314945	4.216030295680501	3.7987581952839227	3.9191496438612896	4.52121519109188	4.665855661763524	4.2045042304888	4.281988021760652	4.137603714963313
ENSG00000002745	0.5515919858688415	0.3451949795221268	0.8337134166530344	0.4363945306137855	0.6191430001866596	0.9274792341007108	0.5316325805312717	0.6935686798805305	0.7647697628781386	0.3086609301403504	0.6364639927405826	0.8157400298675822	0.7694491221631045	0.8437060415986394	0.24131031893736551	0.7079017623167208	0.7931093154094557	0.6421885767893925	1.0255813659459885	0.8917456943565963	0.5399620555342941	1.1109575274180323	0.8155422751467021	0.1237697584298943	0.7582599662011027	0.7746159246966039	0.8316411467612753	0.47545465312206886	0.6889990960539493	0.26165271944263685	0.3117722223234806	0.6129909735720142	0.930884042404312	0.44306677992648835	0.9798339916017687	0.7419754862516382	0.9973861440142762	0.8655232064076729	0.5187700631902469
ENSG00000002746	5.821342067362268	5.899781536294391	5.638669543650709	5.630588313308668	5.600975927413374	5.5413272509212	5.750059722413878	5.652764901465532	5.715006384425869	5.184524687868124	4.859382367308678	6.061287493700572	5.65740147771095	5.424846589271768	5.451179609051936	5.678541419753929	5.616828412121957	5.5709996115937095	5.5401247551936885	5.86171209891456	5.630322166823625	5.468449024302901	5.642164224932965	5.274724848187299	5.87900142927184	5.762194393551525	5.457756985769703	4.534325507653962	5.791973787997972	5.510721547057767	5.689813826727253	5.795220198125955	5.681101588586978	5.656211342593709	5.972680358886206	5.782940271241898	5.374499822204359	5.765240880892552	5.735577643977497
ENSG00000002822	5.139562744189997	5.309472336813841	5.612695366315822	5.3056513179142675	5.116164366403047	4.8919341681282065	4.759462273691008	5.2102349990079935	5.3287882709726935	5.349771296772182	5.020417317447141	5.356515658606226	5.424363148249543	5.066147957346619	5.025480935476819	5.040790329073564	5.300086458630669	5.115896382850183	5.308373504817896	5.1695541004492975	5.064206032473957	4.968879298822472	5.044144785399908	4.954601173005665	5.2241143036731055	5.118710253877055	5.250531600796969	4.763086068625967	5.306202920942652	5.226489260633978	5.007153760561789	5.020727667824792	5.074998396451017	5.374298969519969	5.226758106234779	5.380919063347374	5.283221377297922	5.145706515379398	5.204669854683467
ENSG00000002834	6.490358000479391	6.562725355061989	6.638091065527718	6.5389745404828865	6.337325992915148	6.453355244303937	6.609502387682109	6.605378205218759	6.658973742117485	6.391602688881929	6.551601354540935	6.602073745107043	6.570585321301089	6.468761101022815	6.433381184538071	6.4934877044836705	6.486543930092642	6.666396671996164	6.614975110664914	6.5356537943568	6.524371681993657	6.500666174574624	6.688971471669693	6.504891847257497	6.5964243450314015	6.696073026210888	6.631480283004813	6.257291854447511	6.697737704320628	6.539444794639714	6.582013714995796	6.827549865790011	6.563620765116424	6.651154407148605	7.044970620368912	6.7958284062491945	6.561077229765082	6.59331696060553	6.572563784877975
ENSG00000002919	4.076919091502383	4.332554325902027	4.359037243397539	4.380638120876372	4.295355993453532	4.40214554780819	4.417814110306629	4.334279573444785	4.518459867336794	4.239689624632996	4.098565117837229	4.330920611106023	4.272029759124958	4.304061490787807	4.263528579756507	4.327197522489119	4.439738907604992	4.344042487187018	4.280083683540735	4.257520174083533	4.16566112652305	4.207762891077239	4.4018303254045374	4.049347544335672	4.272277613379067	4.213506974684034	4.4478912837988975	4.235672181163954	4.289557187336564	4.2171019283167945	4.176899710124974	4.227725270787197	4.396095783314342	4.212815918066198	4.612256287315511	4.34733110214536	4.572018372957161	3.9927055079421216	4.237264102681416
ENSG00000002933	3.5074721499851385	3.435858328343367	3.4997438967356174	3.560517641048168	3.4938706121665613	3.2743956968593015	3.389341514717829	3.3537292358652255	3.2928436433825445	3.7638271000533665	3.941760290586151	4.046499864979318	3.0922573876106094	3.313225808717071	3.549110680333572	3.761600582558114	3.365499880594098	3.0873431649203074	3.85019704882321	3.613845276352462	3.243888367444445	3.1308091591994596	4.435155301583139	3.4361276937421144	3.257959378806179	3.209562720972402	4.4985335949863	3.5236353101208326	4.144167687197055	4.032212179863369	3.88658927229821	4.361134727794524	4.056250253244218	4.158671147101406	5.1508411090502975	3.4593336405503625	3.10499920690932	3.6822142077543827	3.154974784455775
ENSG00000003056	5.436102693718082	5.469126619479792	5.252556486432723	5.527039532877571	5.428023195485922	5.681938149340787	5.791796511940727	5.773555500236693	5.505044140314936	5.451588459480957	5.280147586858246	5.512599688974314	5.0558950738621045	5.564632752986542	5.557626208596963	5.786418046719628	5.309447760038951	5.786914993996544	5.599116338463515	5.655657535546172	5.559185400779622	5.317459554279416	5.833118276020314	5.58761341002116	5.33947378286595	5.6485888403968465	5.60754218099813	5.613967415290123	5.468335316964309	5.428177541323672	5.670583224467637	5.681824607510583	5.505120761345708	5.6572394032558915	5.752873611341468	5.532597934148399	5.841008835789257	5.398562970395494	5.435956682290808
ENSG00000003096	4.055038673967507	3.7333197129114692	4.0905546874755245	3.8040696154715494	3.667746756946343	4.146292540019606	3.9692987352033158	4.025625562812349	4.165338406478809	3.215659277532062	3.3180349865615755	4.08782157595938	3.9645435551561006	3.9544236471024576	3.784610518367538	4.241222480732158	4.184619690600396	3.898425407205765	3.8545078385745977	4.035409038189325	3.4576670535979477	3.8357963004973765	4.119117789694802	3.4869609446888656	3.6288319340171684	4.18437832740143	3.6588575766866454	3.1063396153213283	4.309180777787354	3.6304330436526473	3.8224361838691125	3.70745474399059	3.9296700283573953	3.852495274665962	4.15802457106982	4.196755430005842	4.053216368364236	3.954969156283356	3.5867682283471662
ENSG00000003137	1.0415332026895143	0.44406294394516405	1.2550449823883452	0.8130289843922885	0.5798893682431139	1.1107974261958418	0.7207978581879166	2.1299027753239126	1.1594378906836538	3.048934677403926	3.6832971904258924	1.1637097399518868	0.6033049512026273	2.049242110201126	1.6208443692247392	1.482698139031038	1.2361492451242162	1.242873146368659	0.5176030791415008	0.4069439360066012	1.7902760431675007	1.8796057076410437	2.5795989625707514	1.859026332135633	1.5272098690774298	1.036082040719203	1.4272676709841612	4.512284904137435	0.819836405882476	1.7806999615011432	2.01991503963283	1.981729595925079	1.3496530225949652	2.25539718006362	1.6752598870490527	0.7669783851786748	0.8372292302036571	2.4102058495380163	1.8622486708600257
ENSG00000003147	4.325634858345318	4.09078096894112	3.65032983029019	3.572805499208336	3.629810785127318	4.207943423631654	3.790808227144613	4.229268896815968	4.471095218298447	2.9742595017518876	3.1642783792324014	4.179871170648088	4.051005142913638	3.858888578556469	4.227525978478152	4.180920628656167	3.8599946211618086	3.9484041364863587	4.190851315145516	4.194722878189643	3.4724926659118784	3.310216575848503	4.165678683747681	3.9800623122950216	3.9738413310336944	4.464330076950526	3.7382693699026146	2.768990741412466	4.199293231305216	2.965443884522733	3.870816456228751	3.6477679733070882	3.7710874866017834	4.1144419126277025	4.062241794092121	4.359711239062675	3.9759906731193677	4.32699798533784	3.6008700209685394
ENSG00000003249	5.41191780031358	4.861384835311355	5.795593945457481	5.51753576409254	4.857669240871026	5.3388181977560665	5.0532040006616965	5.4020767772434155	5.610809520048271	3.849885538132408	4.3652478231667455	5.570836063840604	5.817758473953808	5.204713774645748	5.392359095917989	5.325404650585797	5.42099318382782	5.355774460736007	5.552117623481951	4.857207201300252	4.911194057156271	5.012435534339838	5.268359607403084	4.635618795176916	5.124370221919701	5.555915482360692	5.165589031271001	4.358805231881885	5.562446725337429	4.150008948097374	5.021511332698187	4.886991095607457	5.11485539414984	5.117706330430192	5.5351549115629455	5.556098022108812	5.462062532137274	5.188611136463358	5.112526603711821
ENSG00000003393	6.900867241920906	6.671937450694567	6.702554498025905	6.739639581432726	6.889238678806197	6.635151270509188	6.76856864901757	6.51776539319215	6.693776664127923	6.925890882941235	6.796321648814915	6.819023859313215	6.848277539946137	6.593905333838082	6.667409094803584	6.6401609429259985	6.783342784179224	6.677305436124851	6.723832285672074	6.736388217082583	6.5864529809560155	6.798951144197105	6.4862201248716085	6.560261831397252	6.8193867310103045	6.774723491575155	6.8475253641002976	6.625639007332002	6.645213893986765	6.767211709909633	6.636666160951336	6.556175992018069	6.727357481939119	6.729976420862683	6.583540604597244	6.70454522649352	6.732375351649737	6.613440845395793	6.801973738916572
ENSG00000003400	1.4066051858462105	1.1482520836223453	1.4174915631965876	0.9699223948124706	1.3365300537908102	1.4651646458957601	1.0378400886611285	1.3972411664841973	1.5319074907349144	1.5695396811395637	1.4669476174914367	1.6783339583879795	1.2003674611555533	1.458507820642877	1.2750744523779611	1.482698139031038	1.2584161144291492	1.5496144102944664	1.423923311542922	1.502352281214706	1.5690285254460141	1.1109575274180323	1.7629324088585765	1.228771395231021	1.5837695283258744	1.1205225421942244	1.4617090907378127	1.312289917952908	1.651947766013022	1.5552272451597229	1.646567432679673	1.5124764502667467	1.2385825320185986	1.5386887303013088	1.6639546480893974	1.3502663046366277	0.8993899795296999	1.4468917523303053	2.2559784442896853
ENSG00000003402	6.4028365739937065	6.1288157276212	6.280460362613552	6.397615518657981	6.27032582519054	6.2855749682046245	5.868816697632516	6.316235023608055	6.342512497904064	6.028818098049872	6.123280824461346	6.307076045602132	6.360055440469416	5.804024787057544	6.021877533063529	6.397385732179628	5.862833976339056	6.113316408276058	6.31607495846164	6.328964074734957	6.153977587438931	6.05123677779406	6.3081175787038015	6.071634335270677	6.25053519378434	6.447529524731964	6.361411490015059	5.894220563076342	6.525094043423835	6.436386456660991	6.479138720113483	6.288780287668418	6.001653299424264	6.276788262346781	6.358339999640533	6.398424694910818	6.05127011382664	6.245728166253273	6.364453310608356
ENSG00000003436	2.7834109868721453	1.760370048062404	1.8462742095848415	2.164053377835763	2.117515092690459	2.3810339867222874	2.879591060869001	2.534308356485598	2.6936364177333982	2.787495129052758	2.7966864842559302	2.2512626604653794	2.355145135636356	2.3595781902775084	2.280895308016802	2.4232034040404664	1.9061281780278785	2.042247067744704	2.4676800580774856	2.8048670287346473	2.459828937503389	2.443494513292773	2.884336172948527	2.801547891679998	2.4170464828342526	2.868668299403654	2.19335070284563	2.5747131331470134	3.014025613535881	2.412785774010949	2.8136863223061552	2.9149856893054467	2.6438147888800896	2.8446363465818565	3.2668615033449293	2.6400487208412313	2.468882959241313	2.4323452416965057	2.2198850691746728
ENSG00000003509	4.3164674910856915	4.462059733129967	4.195075491123781	4.35951574557406	4.64829774766666	4.292586505962939	4.452925284745353	4.377765253825506	4.427646835465975	4.568190759394447	4.41723157139666	4.485790966240266	4.288550454007146	4.192488752736346	4.6330942573671905	4.398740561331471	4.364749879396179	4.331541499140733	4.551017043792609	4.638712305442721	4.444103364969562	4.292651363797989	4.396634388284923	4.642534143746803	4.387968309580299	4.357470935876787	4.45645608373783	4.127058420805762	4.374504669786268	4.435016580953706	4.270034694716902	4.109441067073302	4.393505559333174	4.325748479166577	4.261032806235637	4.535513318181559	4.40886402599971	4.297147906744983	4.495566323103865
ENSG00000003756	8.130362695818244	7.85483795027701	7.713808401451753	7.763013290261052	7.98970921995706	7.726256473193883	7.870549810415917	7.75727524291031	7.992369082578734	8.179377775503792	7.9463208035323385	7.724756772199314	7.642779779766231	7.778274017456582	7.849610097108113	7.751445890334146	7.800684036673608	7.723119248277889	7.77641585362333	8.18461057970477	7.871651071092523	7.88543754966957	7.831446161505878	8.09443540784831	8.031428206606481	7.7611502773746635	7.6458785572412955	7.816944684545019	7.7735733384822785	8.141974318613816	7.907495365815237	7.89225808318687	7.703381536795397	7.929556301354784	7.635088328673974	8.048180321802963	7.671121457355237	8.053791244897228	7.906101539797595
ENSG00000003987	6.83016150291565	6.726970735589475	6.289014084393844	6.360886332357371	6.360675150723869	6.63702022193233	6.424589811822683	6.640456913280662	6.599035539589147	6.738771657261366	6.7538246039697905	6.360038234195394	6.44356786803743	6.7638851808136415	6.732090697223573	6.572426537160138	6.528948569254528	6.576553205427704	6.561923427026333	6.581169450040373	6.642699326277104	6.960560746671999	6.50686234739202	6.94642648923016	6.689568388564582	6.443437293796959	6.343053283353151	6.865232224947461	6.275795271609744	6.6406698163868665	6.7525526151576445	6.532797267800256	6.425280411984064	6.47928122144433	5.934378221412271	6.544756158950234	6.391659830765513	6.856419846740787	6.688801319613563
