gene_symbol,pathway,ES,NES,pvalue,padj,significant,geneset_size
MSR1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.31313268333611227,-1.744455647091784,0.0,0.0029620853080568723,1,200
TIMP1,HALLMARK_PROTEIN_SECRETION,-0.35398648521641557,-1.7639330178093304,0.0,0.0030823567185744097,1,96
CMKLR1,HALLMARK_COMPLEMENT,0.4402524834598395,1.6486409871776377,0.0,0.0031163049526989426,1,200
CMKLR1,HALLMARK_KRAS_SIGNALING_UP,0.43424347778767675,1.633450941332827,0.0,0.0033051719195291815,1,200
LYN,HALLMARK_XENOBIOTIC_METABOLISM,0.3578664164342558,1.65190732896126,0.0,0.0033404388714733542,1,200
TIMP1,HALLMARK_SPERMATOGENESIS,-0.3453559143497251,-1.7692212293511003,0.0,0.003371327660940761,1,135
TIMP1,HALLMARK_MTORC1_SIGNALING,-0.3222487418093543,-1.8378499640682002,0.0,0.0038529458982180125,1,200
NMI,HALLMARK_INFLAMMATORY_RESPONSE,0.4064389139227057,1.6876419933037885,0.0,0.003989906614618155,1,200
LYN,HALLMARK_ESTROGEN_RESPONSE_LATE,0.3537737535136143,1.6358272858378757,0.0011627906976744186,0.004041200179131213,1,200
NMI,HALLMARK_MTORC1_SIGNALING,-0.34007565118266336,-1.941464006286595,0.0,0.004128819157720892,1,200
MSR1,HALLMARK_IL2_STAT5_SIGNALING,0.41305498690711806,1.676289858258257,0.0,0.00415022306108442,1,199
FZD5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.30979286201987327,-1.7797437461569439,0.0,0.004493540535480248,1,200
TIMP1,HALLMARK_UV_RESPONSE_DN,0.3806526959149501,1.6096532096588954,0.0011160714285714285,0.004569235338466108,1,144
TIMP1,HALLMARK_APICAL_JUNCTION,0.36515264881743376,1.5951679522884135,0.0,0.0053391514929976465,1,200
TLR3,HALLMARK_INFLAMMATORY_RESPONSE,0.3691541947333863,1.7233742004023689,0.0012594458438287153,0.005503975378302129,1,200
TLR3,HALLMARK_ADIPOGENESIS,-0.31844623617026124,-1.7576600477943929,0.0,0.005722070844686649,1,200
FZD5,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.405247490417171,1.7361621945606551,0.0,0.005747255125879816,1,200
LYN,HALLMARK_ADIPOGENESIS,-0.31075572997213563,-1.7061281002621989,0.0,0.005807407407407407,1,200
MSR1,HALLMARK_APICAL_SURFACE,0.4920152499303904,1.6273232869114913,0.00975609756097561,0.006317464279029138,1,44
TIMP1,HALLMARK_ESTROGEN_RESPONSE_LATE,0.3638552074266404,1.5780222491623541,0.0010683760683760685,0.006325127204248083,1,200
MSR1,HALLMARK_MYOGENESIS,0.3952433469242313,1.607310563617965,0.0,0.006756177076183941,1,200
MSR1,HALLMARK_KRAS_SIGNALING_UP,0.394204041811925,1.6022525875076703,0.0010351966873706005,0.006962998823414061,1,200
NMI,HALLMARK_ANGIOGENESIS,0.5040535661556584,1.6241299739078352,0.016455696202531647,0.006997313702513521,1,36
MSR1,HALLMARK_ANGIOGENESIS,0.49604806695331327,1.6076902589771649,0.013924050632911392,0.007238761153054221,1,36
TLR3,HALLMARK_NOTCH_SIGNALING,0.4902950604429521,1.6689068357207184,0.005952380952380952,0.007933658202958023,1,32
TLR3,HALLMARK_HYPOXIA,-0.31525506866728564,-1.7081906122412633,0.0,0.008392370572207085,1,200
CMKLR1,HALLMARK_ADIPOGENESIS,-0.25016009052234034,-1.630867321093379,0.0,0.009453072248480757,1,200
TLR3,HALLMARK_ALLOGRAFT_REJECTION,0.35700925388630694,1.6380204364048945,0.0012578616352201257,0.009762118491921006,1,200
TLR3,HALLMARK_ANGIOGENESIS,0.4798736635306865,1.6456303377744248,0.011834319526627219,0.009881654636720038,1,36
NMI,HALLMARK_SPERMATOGENESIS,-0.3180614500913127,-1.7315837720110385,0.0,0.011010184420589045,1,135
NMI,HALLMARK_IL2_STAT5_SIGNALING,0.3750504384067362,1.5830665458280317,0.0010384215991692627,0.011301140897621152,1,199
LYN,HALLMARK_APICAL_JUNCTION,0.3297236202122469,1.5282816191094157,0.0023584905660377358,0.012064975776574522,1,200
NMI,HALLMARK_PROTEIN_SECRETION,-0.30411808522158473,-1.635282623926755,0.0,0.012661712083677402,1,96
CMKLR1,HALLMARK_HYPOXIA,-0.26110393884214517,-1.5589969715476304,0.0,0.012964213369345038,1,200
NMI,HALLMARK_COMPLEMENT,0.37354459501212783,1.5597453637148166,0.0,0.013175514717559705,1,200
TIMP1,HALLMARK_ADIPOGENESIS,-0.27647131428925786,-1.5773283360201538,0.0,0.013485310643763043,1,200
CMKLR1,HALLMARK_NOTCH_SIGNALING,0.5026357687567868,1.5189312853411197,0.022300469483568074,0.013633834168057874,1,32
NMI,HALLMARK_HYPOXIA,-0.2885594832067537,-1.6649095886150602,0.0,0.01445086705202312,1,200
FZD5,HALLMARK_ADIPOGENESIS,-0.29045748404968025,-1.5985297451178473,0.0,0.014510391312488298,1,200
LYN,HALLMARK_SPERMATOGENESIS,-0.31314605852425453,-1.551672525270798,0.0,0.014979423868312757,1,135
NMI,HALLMARK_P53_PATHWAY,0.3671668688693858,1.5447600507454373,0.0,0.015025053737931433,1,200
FZD5,HALLMARK_MYC_TARGETS_V2,0.43995114268896796,1.631024377912346,0.006024096385542169,0.015086544705434515,1,58
CMKLR1,HALLMARK_IL2_STAT5_SIGNALING,0.3987811860928497,1.4997466129712111,0.0010070493454179255,0.015514937050830206,1,199
CMKLR1,HALLMARK_MYOGENESIS,0.39520538272412525,1.484893045885106,0.0010050251256281408,0.015696943465446526,1,200
FZD5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3675624599383069,1.5958928422207088,0.0,0.015804951596169493,1,200
FZD5,HALLMARK_COAGULATION,0.3977544234961991,1.606501659498214,0.0011049723756906078,0.016144562126335117,1,138
MSR1,HALLMARK_MYC_TARGETS_V2,0.4261640213359698,1.5233437657384696,0.017937219730941704,0.01627916952642416,1,58
CMKLR1,HALLMARK_KRAS_SIGNALING_DN,0.4003976939172971,1.4859624113664593,0.002036659877800407,0.01657082792308168,1,200
TIMP1,HALLMARK_HYPOXIA,0.34285072110259895,1.4980048852872547,0.0021413276231263384,0.01669224746147823,1,200
TLR3,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.33351163512754206,1.558865096108607,0.0,0.018594511413182867,1,200
MSR1,HALLMARK_XENOBIOTIC_METABOLISM,0.3709504094943254,1.510413636428796,0.0020597322348094747,0.018700132978723402,1,200
TLR3,HALLMARK_FATTY_ACID_METABOLISM,-0.29660604052176154,-1.5743334249863359,0.0,0.018755676657584017,1,158
CMKLR1,HALLMARK_APICAL_SURFACE,0.45991178065586175,1.4673580007815534,0.03225806451612903,0.019476905954368393,1,44
NMI,HALLMARK_ADIPOGENESIS,-0.26145550862346434,-1.5413413071646922,0.0,0.02018533810441325,1,200
CMKLR1,HALLMARK_ESTROGEN_RESPONSE_LATE,0.3886406059944116,1.454286562996141,0.0020100502512562816,0.02123364649142907,1,200
TLR3,HALLMARK_DNA_REPAIR,0.33145571057892315,1.5232686433369151,0.01240694789081886,0.02217818088554175,1,150
NMI,HALLMARK_DNA_REPAIR,0.3650246217229231,1.506614166183654,0.0020876826722338203,0.022562465679337593,1,150
CMKLR1,HALLMARK_APICAL_JUNCTION,0.38675424502241157,1.4411636172424656,0.0020100502512562816,0.023420378271055326,1,200
NMI,HALLMARK_KRAS_SIGNALING_UP,0.3584067536841965,1.4962843850073664,0.0020597322348094747,0.023723769059891736,1,200
LYN,HALLMARK_HEDGEHOG_SIGNALING,0.4247528085102866,1.4601150399357368,0.039589442815249266,0.023826632138476217,1,36
TLR3,HALLMARK_KRAS_SIGNALING_UP,0.3276973537548078,1.5260379025872903,0.001226993865030675,0.024098486791484998,1,200
NMI,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.35384291738557333,1.4805715263099442,0.005154639175257732,0.024370780943343325,1,200
LYN,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3154402481981665,1.4522355988105087,0.010440835266821345,0.02463949843260188,1,200
NMI,HALLMARK_APOPTOSIS,0.3575144686332094,1.4832455352599168,0.0010449320794148381,0.025477890166138273,1,161
TIMP1,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.32774741980940825,1.4386926753251617,0.004324324324324324,0.029064310000764853,1,200
TLR3,HALLMARK_G2M_CHECKPOINT,0.3141240398803813,1.4834774565785516,0.0036540803897685747,0.03080490724117295,1,200
TLR3,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.3635032838600944,1.471583644744103,0.024623803009575923,0.032096987393217195,1,87
TLR3,HALLMARK_APOPTOSIS,0.31966221606916856,1.4616998830897485,0.004993757802746567,0.032248195508005714,1,161
TLR3,HALLMARK_HEME_METABOLISM,-0.27183377904614103,-1.4906652422356148,0.004975124378109453,0.032970027247956404,1,200
LYN,HALLMARK_GLYCOLYSIS,0.3066520528746195,1.4142553701220262,0.008177570093457943,0.034596112852664576,1,200
CMKLR1,HALLMARK_SPERMATOGENESIS,-0.2713901401935813,-1.4259513239243176,0.0,0.03511141120864281,1,135
TIMP1,HALLMARK_FATTY_ACID_METABOLISM,-0.26835663680982125,-1.435261409320231,0.0,0.03550214434786597,1,158
TLR3,HALLMARK_TGF_BETA_SIGNALING,0.3668235886006086,1.4349306551926702,0.04978038067349927,0.03793280328289304,1,54
TIMP1,HALLMARK_HEME_METABOLISM,-0.24728264308950254,-1.4045981837217536,0.0,0.039251886338096,1,200
FZD5,HALLMARK_KRAS_SIGNALING_UP,0.35139276583850243,1.5012265485287302,0.002152852529601722,0.03985758749636131,1,200
FZD5,HALLMARK_FATTY_ACID_METABOLISM,-0.2634336305186525,-1.4459447771493732,0.0,0.04012089763821649,1,158
LYN,HALLMARK_HEME_METABOLISM,-0.2692137134180184,-1.413700266179313,0.00641025641025641,0.04049382716049383,1,200
MSR1,HALLMARK_APOPTOSIS,0.35257189442762965,1.4204400531692307,0.01037344398340249,0.04717969033872986,1,161
CMKLR1,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3592317429471633,1.3635632921345813,0.009036144578313253,0.04776760369414793,1,200
CMKLR1,HALLMARK_TGF_BETA_SIGNALING,0.4023766067214951,1.3564348137119635,0.06129032258064516,0.04945440468413539,0,54
FZD5,HALLMARK_INFLAMMATORY_RESPONSE,0.3470611207215203,1.4727718930037874,0.00760043431053203,0.049472110884704094,1,200
TIMP1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.39727033900793207,1.3800450181193364,0.06887417218543046,0.04973803050726128,0,42
CMKLR1,HALLMARK_UV_RESPONSE_DN,0.36694569285694845,1.3641470126464816,0.014098690835850957,0.04979492569921062,1,144
NMI,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.27459805988720004,-1.3634392180979724,0.029411764705882353,0.050332271636978496,1,74
CMKLR1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.42221344342609113,1.3706623828410804,0.06956521739130435,0.05043493541868026,0,42
CMKLR1,HALLMARK_XENOBIOTIC_METABOLISM,0.3639271480419122,1.3657388871349563,0.010040160642570281,0.05137574970630063,1,200
LYN,HALLMARK_FATTY_ACID_METABOLISM,-0.2627766338803689,-1.3633503481740545,0.02577319587628866,0.05496296296296296,1,158
TIMP1,HALLMARK_APICAL_SURFACE,0.39290521288697955,1.361525863713382,0.083223249669749,0.054994262094853814,0,44
TLR3,HALLMARK_XENOBIOTIC_METABOLISM,0.2948492032236166,1.3867394388709542,0.01376720901126408,0.05573704796101565,1,200
TIMP1,HALLMARK_MYC_TARGETS_V2,0.36646649763926237,1.3634462216767425,0.06832298136645963,0.056082794544333,0,58
LYN,HALLMARK_KRAS_SIGNALING_DN,0.30553969413303034,1.3496142420084256,0.040100250626566414,0.060211237038823244,1,200
MSR1,HALLMARK_KRAS_SIGNALING_DN,0.3478652990163449,1.39301243865447,0.023157894736842106,0.06155628002745367,1,200
TLR3,HALLMARK_E2F_TARGETS,0.28868844372163466,1.3615160178377552,0.023255813953488372,0.06580269450688714,1,200
TLR3,HALLMARK_MYC_TARGETS_V2,0.3484622265080749,1.3523427004732271,0.06986301369863014,0.0676427004075119,0,58
MSR1,HALLMARK_APICAL_JUNCTION,0.3385411933750353,1.3804075520518222,0.013485477178423237,0.06832374562005562,1,200
FZD5,HALLMARK_PROTEIN_SECRETION,-0.26897924502744747,-1.3485281381516518,0.037037037037037035,0.07056262872121326,1,96
MSR1,HALLMARK_P53_PATHWAY,0.3332076868807256,1.3646790602403267,0.018461538461538463,0.07243357191881558,1,200
MSR1,HALLMARK_GLYCOLYSIS,0.3378513439002057,1.3694197553442455,0.016494845360824743,0.07282193719972546,1,200
FZD5,HALLMARK_XENOBIOTIC_METABOLISM,0.3326035869546919,1.4272537802388037,0.007616974972796518,0.0738435204052437,1,200
TLR3,HALLMARK_UV_RESPONSE_DN,0.29401128522202746,1.329746747038028,0.04633204633204633,0.07864499669280922,1,144
CMKLR1,HALLMARK_APOPTOSIS,0.3537309143809629,1.3017545889492845,0.04568527918781726,0.0858426595766607,1,161
TLR3,HALLMARK_SPERMATOGENESIS,-0.26200957618322507,-1.3412128918238135,0.0196078431372549,0.08689070541931579,1,135
MSR1,HALLMARK_NOTCH_SIGNALING,0.4187040934633444,1.3384005882573096,0.09045848822800495,0.09059419261246647,0,32
MSR1,HALLMARK_TGF_BETA_SIGNALING,0.3790549911396166,1.3332027966649778,0.07485380116959064,0.09059991495329892,0,54
MSR1,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3261138815968219,1.3255407669221169,0.03608247422680412,0.09249528140013727,1,200
TLR3,HALLMARK_COMPLEMENT,0.27999816541448613,1.3027000137529157,0.05721393034825871,0.09427417286483714,0,200
TLR3,HALLMARK_GLYCOLYSIS,-0.24228112046371045,-1.3427368034990568,0.023952095808383235,0.09655994550408721,1,200
CMKLR1,HALLMARK_MYC_TARGETS_V2,0.3796534578827301,1.2856532137095327,0.1206896551724138,0.09774809868299017,0,58
CMKLR1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.3419775366706518,1.2795315919923178,0.03643724696356275,0.10038097684174478,1,200
FZD5,HALLMARK_E2F_TARGETS,0.3183010685235341,1.3714529016308346,0.021551724137931036,0.10142599102831082,1,200
FZD5,HALLMARK_SPERMATOGENESIS,-0.247413753933654,-1.274237549017338,0.09821428571428571,0.1017287649004556,0,135
FZD5,HALLMARK_DNA_REPAIR,0.33016469009879273,1.3881415774334975,0.02631578947368421,0.10251013233614725,1,150
TIMP1,HALLMARK_KRAS_SIGNALING_DN,0.3054157976331631,1.287906805751165,0.066815144766147,0.10568979799749031,0,200
LYN,HALLMARK_PANCREAS_BETA_CELLS,-0.3326430302118129,-1.2636938354893714,0.116991643454039,0.10570096021947874,0,40
NMI,HALLMARK_FATTY_ACID_METABOLISM,-0.22387259634615414,-1.246919904605656,0.0,0.10700522983759977,1,158
FZD5,HALLMARK_HEME_METABOLISM,-0.22781402606121703,-1.2536266094843536,0.058823529411764705,0.10840666541846096,0,200
FZD5,HALLMARK_UV_RESPONSE_DN,0.33066719868728417,1.3723985926243514,0.027085590465872156,0.10936409030858078,1,144
NMI,HALLMARK_UV_RESPONSE_DN,0.3171299055369295,1.3183709241586705,0.04371002132196162,0.1155036028976547,1,144
TLR3,HALLMARK_PEROXISOME,-0.25627037649131496,-1.2919496305941438,0.08482142857142858,0.11653950953678475,0,104
NMI,HALLMARK_TGF_BETA_SIGNALING,0.35946625840182106,1.3197494529783649,0.09964830011723329,0.12092778966785454,0,54
NMI,HALLMARK_NOTCH_SIGNALING,0.4018772028284801,1.307737590511302,0.125,0.12218308620127973,0,32
MSR1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.37894994077051164,1.286668219852585,0.11848341232227488,0.1291394989704873,0,49
LYN,HALLMARK_APICAL_SURFACE,0.3525359121876444,1.2523131501486828,0.14574314574314573,0.13124346917450366,0,44
MSR1,HALLMARK_UV_RESPONSE_UP,0.31649308306634855,1.2782740949282065,0.06932773109243698,0.13438110448233992,0,158
NMI,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.37221657776327344,1.2821299171175882,0.12438423645320197,0.14674229516682122,0,42
FZD5,HALLMARK_ANGIOGENESIS,0.4077044769227975,1.314019823384598,0.13404825737265416,0.1478985198952059,0,36
LYN,HALLMARK_E2F_TARGETS,-0.21821708277678376,-1.2016836781296192,0.060810810810810814,0.15389629629629628,0,200
FZD5,HALLMARK_ALLOGRAFT_REJECTION,0.31333395353487986,1.3168864792829522,0.04695837780149413,0.15553760375632786,1,200
NMI,HALLMARK_XENOBIOTIC_METABOLISM,0.3012860871700951,1.2705035618949534,0.05480868665977249,0.15610445442006682,0,200
TLR3,HALLMARK_ANDROGEN_RESPONSE,-0.24584842850725752,-1.228507785379677,0.09019607843137255,0.15815168029064489,0,101
TLR3,HALLMARK_MYOGENESIS,-0.21976232116632485,-1.2083735977417456,0.043243243243243246,0.15831062670299728,1,200
TLR3,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.24271439442119278,-1.2156218743043015,0.11885245901639344,0.16036470341647452,0,105
LYN,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.33738357066620306,1.2172251818618747,0.18876080691642652,0.16453918495297806,0,42
FZD5,HALLMARK_IL2_STAT5_SIGNALING,0.3016756137159547,1.292998823272136,0.04940923737916219,0.16473723101726415,1,199
