C,lambda,gene_symbol,coefficient
0.010608183551394482,94.26684551178855,TLR3,0.0
0.014251026703029978,70.1703828670383,CMKLR1,0.0
0.014251026703029978,70.1703828670383,FZD5,0.0
0.014251026703029978,70.1703828670383,LYN,0.0
0.014251026703029978,70.1703828670383,MSR1,0.0
0.014251026703029978,70.1703828670383,NMI,0.0
0.014251026703029978,70.1703828670383,OPRK1,0.0
0.014251026703029978,70.1703828670383,TIMP1,0.0
0.014251026703029978,70.1703828670383,TLR3,0.0
0.019144819761699575,52.23345074266843,CMKLR1,0.0
0.019144819761699575,52.23345074266843,FZD5,0.0
0.019144819761699575,52.23345074266843,LYN,0.0
0.019144819761699575,52.23345074266843,MSR1,0.0
0.019144819761699575,52.23345074266843,NMI,0.0
0.019144819761699575,52.23345074266843,OPRK1,0.0
0.019144819761699575,52.23345074266843,TIMP1,0.0
0.019144819761699575,52.23345074266843,TLR3,0.0
0.025719138090593445,38.88155180308089,CMKLR1,0.0
0.025719138090593445,38.88155180308089,FZD5,0.0
0.025719138090593445,38.88155180308089,LYN,0.0
0.025719138090593445,38.88155180308089,MSR1,0.0
0.025719138090593445,38.88155180308089,NMI,0.0
0.025719138090593445,38.88155180308089,OPRK1,0.0
0.025719138090593445,38.88155180308089,TIMP1,0.0
0.025719138090593445,38.88155180308089,TLR3,0.0
0.03455107294592218,28.942661247167518,CMKLR1,0.0
0.03455107294592218,28.942661247167518,FZD5,0.0
0.03455107294592218,28.942661247167518,LYN,0.0
0.03455107294592218,28.942661247167518,MSR1,0.0
0.03455107294592218,28.942661247167518,NMI,0.0
0.03455107294592218,28.942661247167518,OPRK1,0.0
0.03455107294592218,28.942661247167518,TIMP1,0.0
0.03455107294592218,28.942661247167518,TLR3,0.0
0.046415888336127774,21.544346900318843,CMKLR1,0.0
0.046415888336127774,21.544346900318843,FZD5,0.0
0.046415888336127774,21.544346900318843,LYN,0.0
0.046415888336127774,21.544346900318843,MSR1,0.0
0.046415888336127774,21.544346900318843,NMI,0.0
0.046415888336127774,21.544346900318843,OPRK1,0.0
0.046415888336127774,21.544346900318843,TIMP1,0.0
0.046415888336127774,21.544346900318843,TLR3,0.0
0.062355073412739125,16.03718743751331,CMKLR1,0.0
0.062355073412739125,16.03718743751331,FZD5,0.0
0.062355073412739125,16.03718743751331,LYN,0.0
0.062355073412739125,16.03718743751331,MSR1,0.0
0.062355073412739125,16.03718743751331,NMI,0.0
0.062355073412739125,16.03718743751331,OPRK1,0.0
0.062355073412739125,16.03718743751331,TIMP1,0.0
0.062355073412739125,16.03718743751331,TLR3,0.0
0.08376776400682916,11.93776641714437,CMKLR1,0.0
0.08376776400682916,11.93776641714437,FZD5,0.0
0.08376776400682916,11.93776641714437,LYN,0.0
0.08376776400682916,11.93776641714437,MSR1,0.0
0.08376776400682916,11.93776641714437,NMI,0.0
0.08376776400682916,11.93776641714437,OPRK1,0.0
0.08376776400682916,11.93776641714437,TIMP1,0.0
0.08376776400682916,11.93776641714437,TLR3,0.0
0.11253355826007645,8.886238162743407,CMKLR1,0.0
0.11253355826007645,8.886238162743407,FZD5,0.0
0.11253355826007645,8.886238162743407,LYN,0.0
0.11253355826007645,8.886238162743407,MSR1,0.0
0.11253355826007645,8.886238162743407,NMI,0.0
0.11253355826007645,8.886238162743407,OPRK1,0.0
0.11253355826007645,8.886238162743407,TIMP1,0.0
0.11253355826007645,8.886238162743407,TLR3,0.0
0.15117750706156616,6.614740641230152,CMKLR1,0.0
0.15117750706156616,6.614740641230152,FZD5,0.0
0.15117750706156616,6.614740641230152,LYN,0.0
0.15117750706156616,6.614740641230152,MSR1,0.0
0.15117750706156616,6.614740641230152,NMI,0.0
0.15117750706156616,6.614740641230152,OPRK1,0.20688035757623877
0.15117750706156616,6.614740641230152,TIMP1,0.0
0.15117750706156616,6.614740641230152,TLR3,0.0
0.20309176209047347,4.923882631706742,CMKLR1,0.0
0.20309176209047347,4.923882631706742,FZD5,0.0
0.20309176209047347,4.923882631706742,LYN,0.07234411058203963
0.20309176209047347,4.923882631706742,MSR1,0.13538320443089655
0.20309176209047347,4.923882631706742,NMI,0.0
0.20309176209047347,4.923882631706742,OPRK1,0.4232638847477929
0.20309176209047347,4.923882631706742,TIMP1,0.0
0.20309176209047347,4.923882631706742,TLR3,0.0
0.2728333376486767,3.6652412370796297,CMKLR1,0.0
0.2728333376486767,3.6652412370796297,FZD5,0.07504103957815095
0.2728333376486767,3.6652412370796297,LYN,0.1929533946664514
0.2728333376486767,3.6652412370796297,MSR1,0.3234741511297078
0.2728333376486767,3.6652412370796297,NMI,0.0
0.2728333376486767,3.6652412370796297,OPRK1,0.46545247381127275
0.2728333376486767,3.6652412370796297,TIMP1,0.0
0.2728333376486767,3.6652412370796297,TLR3,0.0
0.3665241237079626,2.7283333764867694,CMKLR1,0.0
0.3665241237079626,2.7283333764867694,FZD5,0.23009526001209904
0.3665241237079626,2.7283333764867694,LYN,0.2721321530959208
0.3665241237079626,2.7283333764867694,MSR1,0.5031168496581426
0.3665241237079626,2.7283333764867694,NMI,0.0
0.3665241237079626,2.7283333764867694,OPRK1,0.47100252217962757
0.3665241237079626,2.7283333764867694,TIMP1,0.0
0.3665241237079626,2.7283333764867694,TLR3,0.0
0.49238826317067363,2.030917620904737,CMKLR1,0.0
0.49238826317067363,2.030917620904737,FZD5,0.40319637591905877
0.49238826317067363,2.030917620904737,LYN,0.34809090369733275
0.49238826317067363,2.030917620904737,MSR1,0.6814829279582223
0.49238826317067363,2.030917620904737,NMI,0.02448242395910942
0.49238826317067363,2.030917620904737,OPRK1,0.4523337733973928
0.49238826317067363,2.030917620904737,TIMP1,0.0
0.49238826317067363,2.030917620904737,TLR3,0.0
0.6614740641230146,1.5117750706156632,CMKLR1,0.0
0.6614740641230146,1.5117750706156632,FZD5,0.5790490588657937
0.6614740641230146,1.5117750706156632,LYN,0.4370006030616447
0.6614740641230146,1.5117750706156632,MSR1,0.8543441849242819
0.6614740641230146,1.5117750706156632,NMI,0.13719047321998043
0.6614740641230146,1.5117750706156632,OPRK1,0.387442406213489
0.6614740641230146,1.5117750706156632,TIMP1,0.0
0.6614740641230146,1.5117750706156632,TLR3,0.0
0.8886238162743398,1.1253355826007656,CMKLR1,0.0
0.8886238162743398,1.1253355826007656,FZD5,0.8075716688842555
0.8886238162743398,1.1253355826007656,LYN,0.509753789390237
0.8886238162743398,1.1253355826007656,MSR1,1.0464300496883345
0.8886238162743398,1.1253355826007656,NMI,0.26667643532251994
0.8886238162743398,1.1253355826007656,OPRK1,0.3136808706781825
0.8886238162743398,1.1253355826007656,TIMP1,0.0
0.8886238162743398,1.1253355826007656,TLR3,0.0
1.1937766417144358,0.8376776400682924,CMKLR1,0.0
1.1937766417144358,0.8376776400682924,FZD5,1.0083698999138542
1.1937766417144358,0.8376776400682924,LYN,0.6052651402896553
1.1937766417144358,0.8376776400682924,MSR1,1.2962786410329965
1.1937766417144358,0.8376776400682924,NMI,0.39128881115160785
1.1937766417144358,0.8376776400682924,OPRK1,0.16346037104194372
1.1937766417144358,0.8376776400682924,TIMP1,0.0
1.1937766417144358,0.8376776400682924,TLR3,0.1740709991551654
1.6037187437513294,0.6235507341273918,CMKLR1,0.0
1.6037187437513294,0.6235507341273918,FZD5,1.2420304555772632
1.6037187437513294,0.6235507341273918,LYN,0.7071815683327436
1.6037187437513294,0.6235507341273918,MSR1,1.612807115981696
1.6037187437513294,0.6235507341273918,NMI,0.5248393215690241
1.6037187437513294,0.6235507341273918,OPRK1,0.0
1.6037187437513294,0.6235507341273918,TIMP1,0.0
1.6037187437513294,0.6235507341273918,TLR3,0.4191439314487261
2.154434690031882,0.46415888336127825,CMKLR1,0.0
2.154434690031882,0.46415888336127825,FZD5,1.4898355675232566
2.154434690031882,0.46415888336127825,LYN,0.7280202049713156
2.154434690031882,0.46415888336127825,MSR1,1.9727830886582822
2.154434690031882,0.46415888336127825,NMI,0.6691884577039005
2.154434690031882,0.46415888336127825,OPRK1,0.0
2.154434690031882,0.46415888336127825,TIMP1,0.0
2.154434690031882,0.46415888336127825,TLR3,0.6588398576977538
2.894266124716749,0.3455107294592222,CMKLR1,0.0
2.894266124716749,0.3455107294592222,FZD5,1.74422619480802
2.894266124716749,0.3455107294592222,LYN,0.7722881084136353
2.894266124716749,0.3455107294592222,MSR1,2.3906915848889234
2.894266124716749,0.3455107294592222,NMI,0.8630559762306493
2.894266124716749,0.3455107294592222,OPRK1,0.0
2.894266124716749,0.3455107294592222,TIMP1,0.0
2.894266124716749,0.3455107294592222,TLR3,0.9472616852134524
3.888155180308085,0.25719138090593474,CMKLR1,-0.11062853502595371
3.888155180308085,0.25719138090593474,FZD5,2.021254893379344
3.888155180308085,0.25719138090593474,LYN,0.8540401397381581
3.888155180308085,0.25719138090593474,MSR1,2.8124957248035707
3.888155180308085,0.25719138090593474,NMI,1.162038663529307
3.888155180308085,0.25719138090593474,OPRK1,0.0
3.888155180308085,0.25719138090593474,TIMP1,0.08678405605595568
3.888155180308085,0.25719138090593474,TLR3,1.1256690688411712
5.223345074266838,0.19144819761699594,CMKLR1,-0.5045523888332675
5.223345074266838,0.19144819761699594,FZD5,2.177322577346264
5.223345074266838,0.19144819761699594,LYN,0.9740566550020141
5.223345074266838,0.19144819761699594,MSR1,3.1243039491408684
5.223345074266838,0.19144819761699594,NMI,1.508483646639275
5.223345074266838,0.19144819761699594,OPRK1,0.0
5.223345074266838,0.19144819761699594,TIMP1,0.5538378350025062
5.223345074266838,0.19144819761699594,TLR3,1.0714813068582103
7.017038286703823,0.14251026703029993,CMKLR1,-0.8197042270294728
7.017038286703823,0.14251026703029993,FZD5,2.3514515040778634
7.017038286703823,0.14251026703029993,LYN,1.08959219232191
7.017038286703823,0.14251026703029993,MSR1,3.471565523901997
7.017038286703823,0.14251026703029993,NMI,1.8472671847620756
7.017038286703823,0.14251026703029993,OPRK1,0.0
7.017038286703823,0.14251026703029993,TIMP1,0.9148166937135682
7.017038286703823,0.14251026703029993,TLR3,1.099135923806789
9.426684551178845,0.10608183551394493,CMKLR1,-1.1099125410237711
9.426684551178845,0.10608183551394493,FZD5,2.507003730153278
9.426684551178845,0.10608183551394493,LYN,1.2138641600602815
9.426684551178845,0.10608183551394493,MSR1,3.8216790781939345
9.426684551178845,0.10608183551394493,NMI,2.1854457069853868
9.426684551178845,0.10608183551394493,OPRK1,0.0
9.426684551178845,0.10608183551394493,TIMP1,1.2385824965498413
9.426684551178845,0.10608183551394493,TLR3,1.1620419570968168
12.663801734674022,0.07896522868499732,CMKLR1,-1.3782652959240052
12.663801734674022,0.07896522868499732,FZD5,2.636083089618475
12.663801734674022,0.07896522868499732,LYN,1.3491392831031739
12.663801734674022,0.07896522868499732,MSR1,4.169801245216083
12.663801734674022,0.07896522868499732,NMI,2.518594655590589
12.663801734674022,0.07896522868499732,OPRK1,0.0
12.663801734674022,0.07896522868499732,TIMP1,1.5233505421356486
12.663801734674022,0.07896522868499732,TLR3,1.2622728093745064
17.012542798525857,0.05878016072274924,CMKLR1,-1.623776378928757
17.012542798525857,0.05878016072274924,FZD5,2.73600337834487
17.012542798525857,0.05878016072274924,LYN,1.4923369334833008
17.012542798525857,0.05878016072274924,MSR1,4.504349441938366
17.012542798525857,0.05878016072274924,NMI,2.8329375885512187
17.012542798525857,0.05878016072274924,OPRK1,0.0
17.012542798525857,0.05878016072274924,TIMP1,1.7650799137695374
17.012542798525857,0.05878016072274924,TLR3,1.393394540477475
22.854638641349883,0.04375479375074189,CMKLR1,-1.847832641737075
22.854638641349883,0.04375479375074189,FZD5,2.824714652924743
22.854638641349883,0.04375479375074189,LYN,1.6314559502721082
22.854638641349883,0.04375479375074189,MSR1,4.8176916559055165
22.854638641349883,0.04375479375074189,NMI,3.1176242455036802
22.854638641349883,0.04375479375074189,OPRK1,0.0
22.854638641349883,0.04375479375074189,TIMP1,1.9747871624439768
22.854638641349883,0.04375479375074189,TLR3,1.5308342457084423
30.702906297578497,0.03257020655659783,CMKLR1,-2.067349872333192
30.702906297578497,0.03257020655659783,FZD5,2.935140261464914
30.702906297578497,0.03257020655659783,LYN,1.76068058380079
30.702906297578497,0.03257020655659783,MSR1,5.134593935211011
30.702906297578497,0.03257020655659783,NMI,3.399063954805387
30.702906297578497,0.03257020655659783,OPRK1,0.0
30.702906297578497,0.03257020655659783,TIMP1,2.190783981023669
30.702906297578497,0.03257020655659783,TLR3,1.6557378814616819
41.24626382901348,0.02424462017082331,CMKLR1,-2.2684417807042143
41.24626382901348,0.02424462017082331,FZD5,3.0326501232083642
41.24626382901348,0.02424462017082331,LYN,1.884932870823025
41.24626382901348,0.02424462017082331,MSR1,5.4263664179177065
41.24626382901348,0.02424462017082331,NMI,3.652540938785405
41.24626382901348,0.02424462017082331,OPRK1,0.0
41.24626382901348,0.02424462017082331,TIMP1,2.3806638634867663
41.24626382901348,0.02424462017082331,TLR3,1.7796701899871052
55.41020330009481,0.018047217668271737,CMKLR1,-2.460282925218331
55.41020330009481,0.018047217668271737,FZD5,3.1319420900045953
55.41020330009481,0.018047217668271737,LYN,2.0030304598178206
55.41020330009481,0.018047217668271737,MSR1,5.707781004795933
55.41020330009481,0.018047217668271737,NMI,3.8941650034705018
55.41020330009481,0.018047217668271737,OPRK1,0.0
55.41020330009481,0.018047217668271737,TIMP1,2.563619681845276
55.41020330009481,0.018047217668271737,TLR3,1.896777596866516
74.43803013251681,0.013433993325989014,CMKLR1,-2.6387385529265432
74.43803013251681,0.013433993325989014,FZD5,3.2259703022788724
74.43803013251681,0.013433993325989014,LYN,2.114200192632973
74.43803013251681,0.013433993325989014,MSR1,5.970524150371721
74.43803013251681,0.013433993325989014,NMI,4.116886192991624
74.43803013251681,0.013433993325989014,OPRK1,0.0
74.43803013251681,0.013433993325989014,TIMP1,2.7323831361063027
74.43803013251681,0.013433993325989014,TLR3,2.007012224694461
100.0,0.01,CMKLR1,-2.8002456561637086
100.0,0.01,FZD5,3.311307550498006
100.0,0.01,LYN,2.2165461752647753
100.0,0.01,MSR1,6.208174541837037
100.0,0.01,NMI,4.315508375830356
100.0,0.01,OPRK1,0.0
100.0,0.01,TIMP1,2.8826396448720706
100.0,0.01,TLR3,2.108506605102358
